category,language_pair,src_lang,tgt_lang,direction,late_submission,system_type,team,system,instrument,score
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,COMET,64.75
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BLEU,18.23
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,METEOR,45.09
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,TER,68.89
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,CHRF++,47.98
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BERTScore,81.56
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,COMET,65.01
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,BLEU,16.66
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,METEOR,41.85
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,TER,70.5
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,CHRF++,45.39
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,BERTScore,80.05
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,COMET,64.48
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,BLEU,16.47
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,METEOR,41.93
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,TER,79.44
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,CHRF++,44.96
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,BERTScore,79.94
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,COMET,61.91
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,True,contrastive,BVSLP,BVSLP_contrastive,BLEU,15.08
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,True,contrastive,BVSLP,BVSLP_contrastive,METEOR,42.72
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,True,contrastive,BVSLP,BVSLP_contrastive,TER,87.24
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,True,contrastive,BVSLP,BVSLP_contrastive,CHRF++,45.35
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,True,contrastive,BVSLP,BVSLP_contrastive,BERTScore,80.06
Category 1,English to Mizo,eng_Latn,lus_Latn,en2indic,True,contrastive,BVSLP,BVSLP_contrastive,COMET,64.12
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,gators,gators_primary,BLEU,33.46
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,gators,gators_primary,METEOR,68.35
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,gators,gators_primary,TER,55.18
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,gators,gators_primary,CHRF++,63.36
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,gators,gators_primary,BERTScore,95.8
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,gators,gators_primary,COMET,81.62
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,BLEU,31.4
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,METEOR,65.18
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,TER,56.15
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,CHRF++,60.08
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,BERTScore,95.35
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,COMET,79.94
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,BLEU,31.05
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,METEOR,64.53
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,TER,57.51
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,CHRF++,60.0
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,BERTScore,95.37
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,COMET,79.67
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,BLEU,30.53
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,METEOR,63.2
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,TER,52.32
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,CHRF++,58.96
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,BERTScore,95.29
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,COMET,79.34
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,LTRC_Plural,LTRC_Plural_primary,BLEU,28.07
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,LTRC_Plural,LTRC_Plural_primary,METEOR,62.31
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,LTRC_Plural,LTRC_Plural_primary,TER,61.86
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,LTRC_Plural,LTRC_Plural_primary,CHRF++,58.49
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,LTRC_Plural,LTRC_Plural_primary,BERTScore,94.98
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,LTRC_Plural,LTRC_Plural_primary,COMET,79.05
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BLEU,27.65
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,METEOR,63.24
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,TER,62.39
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,CHRF++,59.15
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BERTScore,95.01
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,COMET,79.43
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,BLEU,24.85
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,METEOR,59.44
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,TER,65.0
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,CHRF++,55.5
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,BERTScore,94.74
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,COMET,78.91
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,BLEU,22.43
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,METEOR,52.01
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,TER,63.42
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,CHRF++,48.89
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,BERTScore,94.58
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,COMET,77.53
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,BLEU,33.45
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,METEOR,66.75
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,TER,54.63
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,CHRF++,62.17
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,BERTScore,95.54
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,COMET,80.3
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,BLEU,33.28
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,METEOR,68.41
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,TER,55.4
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,CHRF++,63.36
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,BERTScore,95.78
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,COMET,81.64
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,BLEU,31.6
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,METEOR,65.29
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,TER,55.72
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,CHRF++,60.8
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,BERTScore,95.72
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,COMET,81.53
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BLEU,30.18
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,METEOR,62.6
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,TER,57.38
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,CHRF++,58.74
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BERTScore,95.27
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,COMET,79.37
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,BLEU,27.59
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,METEOR,60.89
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,TER,61.34
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,CHRF++,56.87
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,BERTScore,94.81
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,COMET,77.54
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,BLEU,20.35
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,METEOR,56.23
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,TER,84.08
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,CHRF++,53.32
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,BERTScore,93.44
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,COMET,74.27
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,BLEU,9.9
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,METEOR,39.55
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,TER,103.92
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,CHRF++,40.05
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,BERTScore,89.78
Category 1,Mizo to English,lus_Latn,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,COMET,60.62
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,BLEU,29.3
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,METEOR,54.21
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,TER,50.44
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,CHRF++,53.01
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,BERTScore,83.89
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,COMET,66.98
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,gators,gators_primary,BLEU,28.66
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,gators,gators_primary,METEOR,54.18
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,gators,gators_primary,TER,51.71
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,gators,gators_primary,CHRF++,52.96
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,gators,gators_primary,BERTScore,83.82
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,gators,gators_primary,COMET,68.28
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BLEU,20.85
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,METEOR,44.57
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,TER,63.08
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,CHRF++,44.04
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BERTScore,79.54
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,COMET,65.58
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,LTRC_Plural,LTRC_Plural_primary,BLEU,14.47
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,LTRC_Plural,LTRC_Plural_primary,METEOR,36.23
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,LTRC_Plural,LTRC_Plural_primary,TER,85.95
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,LTRC_Plural,LTRC_Plural_primary,CHRF++,36.28
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,LTRC_Plural,LTRC_Plural_primary,BERTScore,76.95
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,LTRC_Plural,LTRC_Plural_primary,COMET,62.51
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,BLEU,10.08
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,METEOR,28.94
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,TER,77.15
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,CHRF++,30.46
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,BERTScore,74.13
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,COMET,57.43
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,BLEU,9.04
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,METEOR,32.34
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,TER,144.02
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,CHRF++,29.25
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,BERTScore,72.9
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,COMET,55.24
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,Winterpeg,Winterpeg_primary,BLEU,7.4
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,Winterpeg,Winterpeg_primary,METEOR,25.68
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,Winterpeg,Winterpeg_primary,TER,84.59
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,Winterpeg,Winterpeg_primary,CHRF++,30.62
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,Winterpeg,Winterpeg_primary,BERTScore,73.6
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,Winterpeg,Winterpeg_primary,COMET,61.71
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,IndicMT,IndicMT_primary,BLEU,0.0
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,IndicMT,IndicMT_primary,METEOR,7.9
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,IndicMT,IndicMT_primary,TER,131.14
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,IndicMT,IndicMT_primary,CHRF++,15.44
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,IndicMT,IndicMT_primary,BERTScore,64.98
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,IndicMT,IndicMT_primary,COMET,49.57
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive_2,BLEU,32.89
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive_2,METEOR,56.75
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive_2,TER,48.53
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive_2,CHRF++,54.84
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive_2,BERTScore,84.51
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive_2,COMET,69.69
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,BLEU,32.46
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,METEOR,57.5
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,TER,48.65
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,CHRF++,55.54
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,BERTScore,84.66
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,COMET,69.76
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,BLEU,32.46
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,METEOR,57.16
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,TER,48.7
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,CHRF++,54.77
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,BERTScore,84.44
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_1,COMET,68.06
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,gators,gators_contrastive,BLEU,29.14
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,gators,gators_contrastive,METEOR,54.42
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,gators,gators_contrastive,TER,51.54
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,gators,gators_contrastive,CHRF++,53.16
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,gators,gators_contrastive,BERTScore,83.95
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,gators,gators_contrastive,COMET,68.34
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,BLEU,21.05
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,METEOR,45.03
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,TER,61.27
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,CHRF++,44.46
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,BERTScore,79.81
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive2,COMET,65.85
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,BLEU,20.8
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,METEOR,44.14
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,TER,68.63
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,CHRF++,43.35
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,BERTScore,79.66
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,LTRC_Plural,LTRC_Plural_contrastive_2,COMET,61.68
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BLEU,18.99
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,METEOR,44.27
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,TER,58.6
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,CHRF++,43.3
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BERTScore,80.53
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,COMET,62.31
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,True,contrastive,BVSLP,BVSLP_contrastive,BLEU,15.69
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,True,contrastive,BVSLP,BVSLP_contrastive,METEOR,36.73
Category 1,English to Khasi,eng_Latn,kha_Latn,en2indic,True,contrastive,BVSLP,BVSLP_contrastive,TER,76.82
