category,language_pair,src_lang,tgt_lang,direction,late_submission,system_type,team,system,instrument,score
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,primary,DELAB_IIITM,DELAB_IIITM_primary,METEOR,0.1133723145
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,primary,DELAB_IIITM,DELAB_IIITM_primary,ROUGE-L,0.008666666667
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,primary,DELAB_IIITM,DELAB_IIITM_primary,chrF,37.5120666
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,primary,DELAB_IIITM,DELAB_IIITM_primary,TER,132.0544447
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,primary,Transformers,Transformers_primary,BLEU,2.79059501
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,primary,Transformers,Transformers_primary,METEOR,0.0989771979
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,primary,Transformers,Transformers_primary,ROUGE-L,0.004
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,primary,Transformers,Transformers_primary,chrF,33.41233284
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,primary,Transformers,Transformers_primary,TER,98.7595131
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,BLEU,2.750641327
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,METEOR,0.09069512426
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,ROUGE-L,0.009571428571
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,chrF,31.68658548
,English to Manipuri,eng_Latn,mni_Beng,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,TER,90.45686803
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive1,BLEU,14.86168151
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive1,METEOR,0.5549317653
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive1,ROUGE-L,0.5762811325
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive1,chrF,58.07920119
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive1,TER,76.10372823
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive1,Cos Similarity,0.8601333114
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,TranssionMT,TranssionMT_primary,BLEU,13.36805042
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,TranssionMT,TranssionMT_primary,METEOR,0.5540675079
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,TranssionMT,TranssionMT_primary,ROUGE-L,0.5649507025
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,TranssionMT,TranssionMT_primary,chrF,56.71345462
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,TranssionMT,TranssionMT_primary,TER,79.31081004
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,TranssionMT,TranssionMT_primary,Cos Similarity,0.8599119633
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,BLEU,8.100472082
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,METEOR,0.4798932922
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,ROUGE-L,0.4947337794
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,chrF,49.59972928
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,TER,100.2915997
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,Cos Similarity,0.7974492209
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,7.848029939
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.4308889905
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.4682013628
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,48.07635432
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,94.56331197
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,Cos Similarity,0.7608373562
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,DELAB_IIITM,DELAB_IIITM_primary,BLEU,7.34604058
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,DELAB_IIITM,DELAB_IIITM_primary,METEOR,0.463872509
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,DELAB_IIITM,DELAB_IIITM_primary,ROUGE-L,0.4790039452
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,DELAB_IIITM,DELAB_IIITM_primary,chrF,48.78317914
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,DELAB_IIITM,DELAB_IIITM_primary,TER,103.1970038
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,DELAB_IIITM,DELAB_IIITM_primary,Cos Similarity,0.7645398016
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,AkibaNLP-TUT,AkibaNLP-TUT,BLEU,5.740368978
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,AkibaNLP-TUT,AkibaNLP-TUT,METEOR,0.3277926
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,AkibaNLP-TUT,AkibaNLP-TUT,ROUGE-L,0.3698437666
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,AkibaNLP-TUT,AkibaNLP-TUT,chrF,41.28047841
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,AkibaNLP-TUT,AkibaNLP-TUT,TER,109.9462966
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,AkibaNLP-TUT,AkibaNLP-TUT,Cos Similarity,0.6179103282
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,Transformers,Transformers_primary,BLEU,4.272947871
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,Transformers,Transformers_primary,METEOR,0.2908753836
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,Transformers,Transformers_primary,ROUGE-L,0.3268834308
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,Transformers,Transformers_primary,chrF,36.96543969
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,Transformers,Transformers_primary,TER,125.986824
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,Transformers,Transformers_primary,Cos Similarity,0.5548190278
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,BVSLP,BVSLP_primary,BLEU,3.056814809
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,BVSLP,BVSLP_primary,METEOR,0.2212412906
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,BVSLP,BVSLP_primary,ROUGE-L,0.2506661424
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,BVSLP,BVSLP_primary,chrF,35.61296964
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,BVSLP,BVSLP_primary,TER,139.025647
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,primary,BVSLP,BVSLP_primary,Cos Similarity,0.5670719487
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,BLEU,0.335151073
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,METEOR,0.0262005454
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,ROUGE-L,0.03420216674
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,chrF,12.64484859
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,TER,261.4916583
,Manipuri to English,mni_Beng,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,Cos Similarity,0.06854172166
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,TranssionMT,TranssionMT_contrastive2,BLEU,82.55699857
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,TranssionMT,TranssionMT_contrastive2,METEOR,0.9058287406
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,TranssionMT,TranssionMT_contrastive2,ROUGE-L,0.9147767595
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,TranssionMT,TranssionMT_contrastive2,chrF,90.17498079
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,TranssionMT,TranssionMT_contrastive2,TER,11.3207915
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BLEU,20.08304968
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,METEOR,0.4522409453
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,ROUGE-L,0.5336885176
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,chrF,47.36165284
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,TER,59.97500193
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive2,BLEU,19.42591054
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive2,METEOR,0.4571413633
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive2,ROUGE-L,0.5485778295
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive2,chrF,45.93321489
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive2,TER,54.40807409
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,BLEU,18.82784869
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,METEOR,0.4510651984
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,ROUGE-L,0.5427698212
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,chrF,45.48076227
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,TER,55.75348042
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BLEU,14.20163755
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,METEOR,0.3697594144
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,ROUGE-L,0.4307034214
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,chrF,39.94927098
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,TER,87.4975154
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,10.31024999
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.2646713531
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.3441220175
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,32.10378153
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,77.0054109
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,BLEU,8.026990193
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,METEOR,0.2527319806
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,ROUGE-L,0.352015719
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,chrF,30.31652665
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,TER,73.72011705
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,BLEU,7.341123379
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,METEOR,0.2482593922
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,ROUGE-L,0.3429884227
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,chrF,28.34154621
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,TER,75.76519697
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,A3-108,A3-108_primary,BLEU,4.256951903
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,A3-108,A3-108_primary,METEOR,0.1922339274
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,A3-108,A3-108_primary,ROUGE-L,0.2554556938
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,A3-108,A3-108_primary,chrF,26.79903148
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,primary,A3-108,A3-108_primary,TER,96.23991931
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive2,BLEU,4.240365924
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive2,METEOR,0.1884607027
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive2,ROUGE-L,0.2539352454
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive2,chrF,26.54741129
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive2,TER,94.70602259
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive1,BLEU,4.227660387
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive1,METEOR,0.193282971
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive1,ROUGE-L,0.2549760988
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive1,chrF,26.75773333
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive1,TER,97.94259469
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,BLEU,4.185294442
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,METEOR,0
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,ROUGE-L,0.2274068983
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,chrF,25.63455606
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,TER,113.9726364
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,constrained,A3-108,A3-108_constraint,BLEU,4.096816222
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,constrained,A3-108,A3-108_constraint,METEOR,0.1937772565
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,constrained,A3-108,A3-108_constraint,ROUGE-L,0.252237993
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,constrained,A3-108,A3-108_constraint,chrF,26.90027138
,English to Khasi,eng_Latn,kha_Latn,en2indic,False,constrained,A3-108,A3-108_constraint,TER,100.6179384
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,BLEU,24.165584
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,METEOR,0.6347708757
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,ROUGE-L,0.6860623424
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,chrF,63.03925694
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,TER,52.80932669
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,Cos Similarity,0.8793447979
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,BLEU,7.439456122
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,METEOR,0.3763164663
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,ROUGE-L,0.4159103128
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,chrF,41.85034337
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,TER,102.8683816
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,Cos Similarity,0.7381396741
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,5.636662701
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.2734334142
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.3230289093
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,36.35867657
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,122.1172671
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,Cos Similarity,0.6240643384
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BLEU,5.524693583
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,METEOR,0.2891755553
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,ROUGE-L,0.3494666968
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,chrF,34.84979453
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,TER,113.3046627
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,Cos Similarity,0.6443358566
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,BLEU,4.393574949
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,METEOR,0.2197250331
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,ROUGE-L,0.2842670893
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,chrF,30.65360834
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,TER,123.252002
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,Cos Similarity,0.5508073516
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BLEU,4.311196928
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,METEOR,0.239282584
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,ROUGE-L,0.292866184
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,chrF,31.3332131
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,TER,131.8609306
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,Cos Similarity,0.5788669481
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,BLEU,1.988422256
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,METEOR,0.1063675428
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,ROUGE-L,0.1372341052
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,chrF,20.88376438
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,TER,223.2597363
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,Cos Similarity,0.2965572677
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,BLEU,1.093476177
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,METEOR,0.0807984924
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,ROUGE-L,0.1137693346
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,chrF,19.26043746
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,TER,171.4253725
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,Cos Similarity,0.2427917879
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,BLEU,1.060377394
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,METEOR,0.08015290736
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,ROUGE-L,0.1110551658
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,chrF,19.46352266
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,TER,176.1309117
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,Cos Similarity,0.2456234212
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,BLEU,1.053572565
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,METEOR,0.07926524807
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,ROUGE-L,0.1112231511
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,chrF,19.46780766
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,TER,177.4341019
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,Cos Similarity,0.2460399691
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,BLEU,1.046141278
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,METEOR,0.08063848487
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,ROUGE-L,0.1114490091
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,chrF,19.57196708
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,TER,179.1631461
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,Cos Similarity,0.2474229015
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,BLEU,0.335151073
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,METEOR,0.0262005454
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,ROUGE-L,0.03420216674
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,chrF,12.64484859
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,TER,261.4916583
,Khasi to English,kha_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,Cos Similarity,0.06854172362
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,TranssionMT,TranssionMT_contrastive2,BLEU,37.81427561
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,TranssionMT,TranssionMT_contrastive2,METEOR,0.6597881025
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,TranssionMT,TranssionMT_contrastive2,ROUGE-L,0.7035484952
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,TranssionMT,TranssionMT_contrastive2,chrF,69.93004557
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,TranssionMT,TranssionMT_contrastive2,TER,41.80272999
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,JU-NLP,JU-NLP_primary,BLEU,15.82807014
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,JU-NLP,JU-NLP_primary,METEOR,0.4193403612
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,JU-NLP,JU-NLP_primary,ROUGE-L,0.5480449772
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,JU-NLP,JU-NLP_primary,chrF,51.99987167
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,JU-NLP,JU-NLP_primary,TER,69.0074039
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BLEU,14.72131003
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,METEOR,0.4073647241
